"date","Top 40 Index","Mid Cap Index","Small Cap Index","All-Share Index","Large Cap Index","Fin 15 Index"
2018-07-31,51315,70704.460938,55180.710938,57432.460938,57256.019531,17171.949219
2018-08-01,51276.96875,71032.671875,55491.320313,57399.53125,57164.089844,17075.460938
2018-08-02,50340.480469,70551.390625,55325.890625,56470.71875,56127.730469,16729.410156
2018-08-03,50988.460938,70932.71875,55592.738281,57118.03125,56838.488281,16920.730469
2018-08-06,50784.441406,70293.78125,55277.601563,56861.210938,56625.398438,16683.210938
2018-08-07,51578.058594,71187.617188,55566.558594,57705.640625,57505.308594,16780.289063
2018-08-08,51615.859375,71648.09375,55694.109375,57786.308594,57538.691406,16857.820313
2018-08-10,51577.230469,70921.382813,55555.808594,57703.019531,57535.890625,16426.480469
2018-08-13,51821.390625,70354.523438,55189.761719,57885.261719,57837.03125,16294.370117
2018-08-14,51551.75,70097.210938,55166,57608.941406,57542.011719,16467.179688
2018-08-15,49615.058594,68531.96875,55254.820313,55646.148438,55403.78125,16009.530273
2018-08-16,50506.378906,69144.429688,55541.941406,56562.339844,56404.128906,16375.820313
2018-08-17,50601.890625,68835.039063,55157.171875,56647.519531,56558.570313,16227.849609
2018-08-20,51101.53125,69035.757813,55020.921875,57145.621094,57130.058594,16335.400391
2018-08-21,51125.839844,69668.789063,54853.339844,57186.660156,57106.058594,16503.080078
2018-08-22,52061.609375,70113.578125,54880.269531,58125.949219,58164.730469,16705.179688
2018-08-23,52131.761719,70313.601563,55302.070313,58204.71875,58217.210938,16777.630859
2018-08-24,52741.710938,70860.460938,55367.328125,58797.679688,58850.429688,16865.339844
2018-08-27,53554.609375,71989.03125,55619.699219,59655.558594,59718.371094,17253.740234
2018-08-28,53883.328125,72528.9375,55895.460938,60039.269531,60096,17437.630859
2018-08-29,54030.601563,72190.203125,55704.699219,60165.511719,60295.5,17239.050781
2018-08-30,52650.199219,71237.148438,55566.808594,58802.691406,58801.699219,16992.529297
2018-08-31,52464.011719,71714.507813,55745.230469,58668.480469,58575.871094,17122.300781
2018-09-03,52435.449219,72258.859375,56080.769531,58711.148438,58545.71875,17205.380859
2018-09-04,51691.03125,70760.828125,55249.71875,57891.820313,57791.761719,16672.089844
2018-09-05,50832.730469,70323.34375,55549.800781,57102.128906,56897.359375,16369.959961
2018-09-06,50893.140625,70294.5625,55602.121094,57130.480469,56932.628906,16646.169922
2018-09-07,50832.75,70742.460938,55615.441406,57068.449219,56802.46875,16720.470703
2018-09-10,50544.691406,69803.296875,54956.359375,56715.261719,56525.578125,16556.359375
2018-09-11,50042.089844,69166.390625,54973.011719,56174.011719,55961.890625,16551.330078
2018-09-12,49814.738281,68900.203125,54693.898438,55952.050781,55742.238281,16326.410156
2018-09-13,49991.171875,69321.03125,55506.808594,56166.859375,55913.769531,16359.870117
2018-09-14,50440.980469,69318.039063,54954.550781,56581.878906,56427.941406,16517.490234
2018-09-17,50196.921875,68531.507813,54780.171875,56298.648438,56196.601563,16229.459961
2018-09-18,50219.769531,69044.992188,54953.359375,56381.300781,56223.949219,16350.429688
2018-09-19,50272.011719,69487.953125,54856.320313,56445.570313,56248.558594,16580.710938
2018-09-20,50397.191406,69316.539063,54816.988281,56546.800781,56391.71875,16638.460938
2018-09-21,50987.148438,69693.820313,55023.121094,57164.25,57069.910156,17060.779297
2018-09-25,50659.460938,69917.820313,54605.75,56882.75,56716.890625,16723.330078
2018-09-26,50361.859375,69824.703125,54478.789063,56570.148438,56357.710938,16721.5
2018-09-27,49800.78125,68997.078125,54443.621094,55988.570313,55771.140625,16815.429688
2018-09-28,49520.660156,68509.59375,54626.480469,55708.46875,55492.398438,16575.830078
2018-10-01,49587.390625,68505.953125,54952.871094,55789.75,55577.171875,16498.630859
2018-10-02,49263.488281,68401.632813,54591.671875,55472.570313,55223.949219,16229.919922
2018-10-03,48992.628906,68302.882813,54096.808594,55171.5,54895.261719,15963.860352
2018-10-04,48908.519531,67516.492188,54112.089844,55030.601563,54832.570313,15880.419922
2018-10-05,48258.140625,67483.023438,53963.160156,54409.46875,54094,15702.120117
2018-10-08,48041.878906,67533.1875,54114.039063,54219.199219,53851.101563,15668.910156
2018-10-09,47970.679688,67889.289063,53943.558594,54187.820313,53771.570313,15751.019531
2018-10-10,46625.601563,67201.289063,53477.5,52813.371094,52227.449219,15643.44043
2018-10-11,46050.351563,67034.398438,53261.96875,52229.328125,51554.851563,15271.070313
2018-10-12,47272.601563,67932.617188,53581.820313,53473.109375,52918.671875,15682.110352
2018-10-15,46295.03125,67715.40625,52886.308594,52466.980469,51764.101563,15326.280273
2018-10-16,47007.191406,68455.46875,53527.898438,53241.351563,52569.589844,15768.25
2018-10-17,46163.871094,67765.132813,53475.589844,52391.019531,51640.578125,15539.299805
2018-10-18,45935.949219,67497.523438,53084.230469,52132.601563,51382.140625,15499.669922
2018-10-19,45895.359375,67670.757813,53044.871094,52092.980469,51312.230469,15527.379883
2018-10-22,46034.488281,67576.632813,52660.710938,52204.160156,51475.621094,15512.660156
2018-10-23,45007.5,67229.21875,52525.539063,51168.5,50279.46875,15168.929688
2018-10-24,44669.761719,67527.992188,52797.839844,50877.339844,49875.609375,15286.230469
2018-10-25,45416.621094,68077.140625,52706.410156,51624.859375,50706.050781,15607.799805
2018-10-26,44651.449219,67554.71875,52321.441406,50837.570313,49844.199219,15323.94043
2018-10-29,45109.769531,68121.929688,52253.601563,51320.519531,50351.941406,15763.509766
2018-10-30,44534.570313,67995.632813,52354.140625,50756.589844,49684.601563,15756.969727
2018-10-31,46141.21875,68808.75,52534.238281,52388.871094,51534.789063,15824.900391
2018-11-01,47256.710938,69734.726563,53351.089844,53578.761719,52808.660156,16069.089844
2018-11-02,47943.671875,70226.609375,53717.089844,54271.191406,53561.050781,16566.529297
2018-11-05,48537.25,71113.1875,54123.511719,54915.660156,54199.699219,16807.529297
2018-11-06,48124.03125,70365.9375,53756.089844,54450.550781,53756.691406,16727.179688
2018-11-07,48295.921875,71046.140625,54170.601563,54700.640625,53947.46875,17062.220703
2018-11-08,47638.53125,70881.3125,54019.21875,54064.820313,53209.378906,16771.400391
2018-11-09,46897.28125,70419.148438,53705.578125,53295.351563,52357.730469,16726.849609
2018-11-12,45928.238281,69361.773438,52780.910156,52259.46875,51292.289063,16315.160156
2018-11-13,45833.210938,68775.296875,52628.019531,52109.800781,51198.679688,16552.009766
2018-11-14,45805.398438,68288.867188,52308.789063,51999.449219,51145.851563,16410.830078
2018-11-15,45929.03125,68807.71875,52463.410156,52146.039063,51244.949219,16411.5
2018-11-16,45851.179688,68748.101563,52738.480469,52096.039063,51181.121094,16374.580078
2018-11-19,46188.839844,69007.960938,52277.960938,52423.53125,51560.160156,16549.029297
2018-11-20,44843.578125,68290.023438,52176,51067.78125,50027.230469,16185
2018-11-21,45132.171875,68422.820313,51644.410156,51318.648438,50334.289063,16110.820313
2018-11-22,44996.300781,68546.726563,51448.191406,51187.351563,50167.210938,16131.839844
2018-11-23,44535.5,68677.648438,50944.671875,50697.699219,49579.859375,15946.339844
2018-11-26,45545.179688,69506.890625,50684.589844,51690.121094,50674.53125,16459.060547
2018-11-27,45224.640625,69278.34375,50644.269531,51353.980469,50302.03125,16483.710938
2018-11-28,45799.078125,69402.671875,50566.429688,51895.121094,50941.191406,16474.820313
2018-11-29,45703.171875,68888.929688,50800.238281,51737.558594,50811.640625,16645.960938
2018-11-30,44656.890625,67810.492188,50676.648438,50663.941406,49669.511719,16201.780273
2018-12-03,46052.359375,68603.453125,50903.890625,52079.21875,51258.640625,16480.650391
2018-12-04,46164.851563,69264.960938,51264.429688,52234.550781,51339.960938,16578.460938
2018-12-05,45674.910156,68720.1875,50986.269531,51709.160156,50792.691406,16276.110352
2018-12-06,44778.75,68316.132813,51029.761719,50806.058594,49757.050781,15834.469727
2018-12-07,45005.308594,68227.15625,50976.851563,51037.691406,50050.800781,15837.410156
2018-12-10,44417.699219,67855.359375,50679.871094,50434.390625,49386.730469,15580.110352
2018-12-11,45234.328125,67940.34375,50530.371094,51187.988281,50290.230469,15703.019531
2018-12-12,45603.191406,68511.203125,50431.789063,51598.101563,50710.910156,15947.379883
2018-12-13,45639,69422.078125,50608.5,51744.160156,50754.980469,16015.589844
2018-12-14,45528.871094,68653.632813,50406.511719,51560.46875,50647.140625,15927.160156
2018-12-18,45227.160156,68487.453125,49919.898438,51237.078125,50300.558594,15690.169922
2018-12-19,45537.578125,68995.007813,50023.761719,51569.769531,50627.941406,15995.179688
2018-12-20,45352.859375,69037.140625,49772.289063,51347.570313,50364.921875,15973.129883
2018-12-21,45554.398438,67859.617188,49373.230469,51430.359375,50642.71875,15873.719727
2018-12-24,46203.871094,68501.71875,49113.71875,52081.109375,51349.878906,15953.860352
2018-12-27,45655.449219,68335.75,49106.039063,51551.710938,50735.28125,15955.230469
2018-12-28,46493.789063,69050.453125,49477.421875,52444.890625,51698.128906,16295.94043
2018-12-31,46726.589844,69847.90625,49935.078125,52736.859375,51922.191406,16379.969727
2019-01-02,45310.140625,68724.351563,49496.601563,51264.058594,50319.800781,15995.370117
2019-01-03,45622.511719,69880.953125,49948.171875,51669.941406,50632.488281,16250.299805
2019-01-04,46156.109375,69945.359375,50608.421875,52202.949219,51237.941406,16412.789063
2019-01-07,45876.359375,69797.5,50739.601563,51959.300781,50959.171875,16335.030273
2019-01-08,46116.171875,69314.507813,50680.28125,52165.46875,51275.53125,16317.349609
2019-01-09,47140.851563,70069.109375,51045.21875,53222.890625,52431.621094,16561.769531
2019-01-10,47164.359375,70706.210938,51118.371094,53271.019531,52399.5,16738.080078
2019-01-11,47491.378906,71201.679688,51288.269531,53653.378906,52785.53125,16852.449219
2019-01-14,47335.589844,70985.65625,51336.890625,53485.589844,52610.769531,16858.640625
2019-01-15,47382.460938,70877.921875,51276.210938,53533.539063,52685.828125,16936.599609
2019-01-16,47665.199219,71044.101563,51192.871094,53786.738281,52971.808594,17125.070313
2019-01-17,47298.398438,70596.492188,51165.050781,53436.210938,52611.640625,16917.960938
2019-01-18,47585.019531,70580.289063,51159.648438,53731.5,52969.988281,16936.380859
2019-01-21,48037.820313,70393.09375,50945.601563,54139.050781,53495.800781,16909.410156
2019-01-22,47952.191406,70507.59375,51314.738281,54078.371094,53391.5,16959.869141
2019-01-23,47742.019531,70787.101563,51366.300781,53915.148438,53154.460938,17014.630859
2019-01-24,47473.351563,70837.140625,50953.691406,53639.089844,52832.238281,17130.070313
2019-01-25,47892.410156,70860.976563,51108.351563,54050.230469,53317.988281,17448.910156
2019-01-28,47600.25,70882.367188,50922.21875,53767.46875,52982.109375,17170.470703
2019-01-29,48201,71424.59375,50841.511719,54387.699219,53658.960938,17412.570313
2019-01-30,47972.179688,70747.148438,50572.550781,54131.671875,53454.199219,17332.929688
2019-01-31,47955.980469,71195.929688,50792.089844,54156.75,53413.921875,17486.210938
2019-02-01,47697.78125,71504.320313,50669.25,53930.140625,53103.859375,17399.189453
2019-02-04,47183.390625,70374.726563,50657.03125,53391.828125,52609.851563,16981.169922
2019-02-05,47999.089844,70974.398438,50941.558594,54209.410156,53501.359375,17128.699219
2019-02-06,48318.53125,71308.859375,51263.429688,54574.28125,53881.910156,17224.939453
2019-02-07,47672.550781,70345.726563,50892.96875,53888.851563,53202.921875,16970.089844
2019-02-08,47001.789063,70425.671875,50399.769531,53244.179688,52435.75,16846.119141
2019-02-11,47225.039063,69994.890625,50276.75,53409.140625,52698.558594,16750.619141
2019-02-12,47807.058594,70488.21875,49698.851563,53960.511719,53319.980469,16957.599609
2019-02-13,48388.5,70879.296875,49457.601563,54543.21875,53979,17071.230469
2019-02-14,48349.820313,70772.0625,49293.421875,54527.109375,53981.128906,16763.189453
2019-02-15,48446.140625,70887.34375,49227.871094,54628.410156,54090.230469,16737.009766
2019-02-18,49019.558594,71758.289063,49304.191406,55259.980469,54729.261719,16933.789063
2019-02-19,48956.53125,71629.453125,49080.929688,55194.621094,54677.460938,16761.570313
2019-02-20,49405.410156,72824.953125,49381.53125,55691.578125,55100.519531,16869.269531
2019-02-21,49205.359375,72349.171875,49223.78125,55483.789063,54921.691406,17089.630859
2019-02-22,49735.691406,72539,49504.601563,55992.96875,55497.640625,17159.570313
2019-02-25,49638.421875,72292.703125,49393.949219,55878.199219,55397.601563,17228.230469
2019-02-26,49965.890625,72869.148438,49156.921875,56242.800781,55768.25,17343.400391
2019-02-27,49955.050781,73218,49444.539063,56297.949219,55774.988281,17198.550781
2019-02-28,49667.101563,72816.429688,49353.710938,56002.078125,55477.070313,17126.689453
2019-03-01,49841.269531,72989.007813,49339.648438,56203.109375,55696.371094,17055.960938
2019-03-04,49895.019531,72356.46875,49131.910156,56217.128906,55808.371094,16756.189453
2019-03-05,49585.660156,71809.03125,48707.519531,55815.429688,55416.828125,16721.5
2019-03-06,49875.039063,71639.53125,48706.128906,56073.859375,55751.488281,16753.650391
2019-03-07,49665.550781,71299.773438,48800,55857.890625,55533.671875,16573.710938
2019-03-08,49233.128906,71886.21875,48733.691406,55488.789063,55011.519531,16626.119141
2019-03-11,49387.308594,71258.117188,48375.910156,55580.648438,55223.039063,16361.759766
2019-03-12,49468.429688,71832.507813,48313.929688,55699.800781,55290.800781,16510.75
2019-03-13,49584.851563,71855.25,48654.679688,55829.101563,55429.191406,16339.259766
2019-03-14,49485.03125,72214.296875,48641.710938,55789.449219,55332.921875,16318.870117
2019-03-15,49684.03125,72808.953125,48841.589844,56040.210938,55545.53125,16592.449219
2019-03-18,50388.589844,73457.140625,48609.261719,56769.859375,56341.179688,16702.490234
2019-03-19,50475.109375,73188.25,48469.171875,56849.671875,56475.429688,16450.109375
2019-03-20,49827.558594,72367.25,48231.378906,56145.671875,55750.828125,16217.549805
2019-03-22,49792.421875,72272.117188,48419.28125,56107.480469,55709.820313,16050.219727
2019-03-25,49161.53125,71229.992188,47759.78125,55367.109375,54986.609375,15853.839844
2019-03-26,49372.210938,71438.539063,47814.890625,55638.429688,55280.878906,15916.299805
2019-03-27,49897.320313,71516.28125,47870.429688,56149.300781,55876.390625,16052.530273
2019-03-28,49903.308594,70350.273438,47783.199219,56059.5,55919.378906,15995.990234
2019-03-29,50273.929688,70972.023438,47837.160156,56462.550781,56318.488281,16262.089844
2019-04-01,50879.640625,71650.921875,48062.148438,57109.640625,56993.761719,16706.019531
2019-04-02,50952.078125,71110.039063,47740.371094,57158,57132.039063,16630.939453
2019-04-03,51640.699219,72205.148438,48000.578125,57926.011719,57897.460938,16859.519531
2019-04-04,51449.269531,71785.859375,48075.308594,57711.019531,57691.421875,16835.560547
2019-04-05,51517.730469,71875.773438,48107.960938,57776.359375,57756.53125,16836.960938
2019-04-08,51705.980469,72171.09375,48042.789063,57985.78125,57971.121094,16792.480469
2019-04-09,51564.089844,72258.210938,47879.339844,57838.371094,57791.449219,16742
2019-04-10,52161.050781,72587.90625,48225.5,58411.648438,58417.910156,17019.269531
2019-04-11,51942.03125,72335.898438,48074.789063,58186.191406,58187.46875,16901.570313
2019-04-12,52141.519531,72580.976563,48035.109375,58405.300781,58418.859375,16870.400391
2019-04-15,51960.679688,72548.53125,48373.339844,58249.351563,58223.929688,17063
2019-04-16,52590.28125,73270.796875,48834,58902.640625,58891.679688,17195.580078
2019-04-17,52561.429688,73555.773438,49059.980469,58908.308594,58853.609375,17292.490234
2019-04-18,52872.78125,73930.117188,49134.789063,59222.46875,59177.21875,17425.990234
